river,date2,flow
WB JIMMY,4/2/2003,0.08556335
WB JIMMY,4/3/2003,0.094476501
WB JIMMY,4/4/2003,0.103638273
WB JIMMY,4/5/2003,0.088136671
WB JIMMY,4/6/2003,0.080872903
WB JIMMY,4/7/2003,0.073141803
WB JIMMY,4/8/2003,0.069048442
WB JIMMY,4/9/2003,0.064602139
WB JIMMY,4/10/2003,0.067113834
WB JIMMY,4/11/2003,0.094727462
WB JIMMY,4/12/2003,0.166176117
WB JIMMY,4/13/2003,0.119423968
WB JIMMY,4/14/2003,0.092208955
WB JIMMY,4/15/2003,0.084268172
WB JIMMY,4/16/2003,0.082183632
WB JIMMY,4/17/2003,0.071512725
WB JIMMY,4/18/2003,0.062061474
WB JIMMY,4/19/2003,0.058914075
WB JIMMY,4/20/2003,0.055423237
WB JIMMY,4/21/2003,0.053653589
WB JIMMY,4/22/2003,0.054835219
WB JIMMY,4/23/2003,0.061207825
WB JIMMY,4/24/2003,0.052464279
WB JIMMY,4/25/2003,0.047624385
WB JIMMY,4/26/2003,0.071240158
WB JIMMY,4/27/2003,0.099953851
WB JIMMY,4/28/2003,0.064321307
WB JIMMY,4/29/2003,0.053356992
WB JIMMY,4/30/2003,0.047624385
WB JIMMY,5/1/2003,0.044525397
WB JIMMY,5/2/2003,0.058047178
WB JIMMY,5/3/2003,0.072056949
WB JIMMY,5/4/2003,0.051866658
WB JIMMY,5/5/2003,0.04670106
WB JIMMY,5/6/2003,0.042635456
WB JIMMY,5/7/2003,0.041681262
WB JIMMY,5/8/2003,0.044525397
WB JIMMY,5/9/2003,0.045461556
WB JIMMY,5/10/2003,0.039753285
WB JIMMY,5/11/2003,0.038452645
WB JIMMY,5/12/2003,0.078762652
WB JIMMY,5/13/2003,0.058336563
WB JIMMY,5/14/2003,0.047317198
WB JIMMY,5/15/2003,0.042318094
WB JIMMY,5/16/2003,0.037138975
WB JIMMY,5/17/2003,0.035142398
WB JIMMY,5/18/2003,0.033111974
WB JIMMY,5/19/2003,0.035811534
WB JIMMY,5/20/2003,0.030346195
WB JIMMY,5/21/2003,0.028222566
WB JIMMY,5/22/2003,0.028222566
WB JIMMY,5/23/2003,0.028222566
WB JIMMY,5/24/2003,0.036808436
WB JIMMY,5/25/2003,0.038778999
WB JIMMY,5/26/2003,0.085821694
WB JIMMY,5/27/2003,0.087110021
WB JIMMY,5/28/2003,0.072056949
WB JIMMY,5/29/2003,0.072056949
WB JIMMY,5/30/2003,0.050665301
WB JIMMY,5/31/2003,0.044212063
WB JIMMY,6/1/2003,0.07422196
WB JIMMY,6/2/2003,0.059489932
WB JIMMY,6/3/2003,0.044525397
WB JIMMY,6/4/2003,0.039753285
WB JIMMY,6/5/2003,0.052464279
WB JIMMY,6/6/2003,0.047009425
WB JIMMY,6/7/2003,0.044525397
WB JIMMY,6/8/2003,0.057467134
WB JIMMY,6/9/2003,0.045772352
WB JIMMY,6/10/2003,0.03910455
WB JIMMY,6/11/2003,0.037797483
WB JIMMY,6/12/2003,0.041041564
WB JIMMY,6/13/2003,0.06006416
WB JIMMY,6/14/2003,0.070420612
WB JIMMY,6/15/2003,0.049151739
WB JIMMY,6/16/2003,0.037797483
WB JIMMY,6/17/2003,0.033792738
WB JIMMY,6/18/2003,0.033452864
WB JIMMY,6/19/2003,0.036144729
WB JIMMY,6/20/2003,0.033111974
WB JIMMY,6/21/2003,0.032083044
WB JIMMY,6/22/2003,0.063758559
WB JIMMY,6/23/2003,0.091956001
WB JIMMY,6/24/2003,0.058336563
WB JIMMY,6/25/2003,0.041681262
WB JIMMY,6/26/2003,0.034469505
WB JIMMY,6/27/2003,0.029643304
WB JIMMY,6/28/2003,0.02568393
WB JIMMY,6/29/2003,0.023447991
WB JIMMY,6/30/2003,0.021922196
WB JIMMY,7/1/2003,0.020364579
WB JIMMY,7/2/2003,0.019173135
WB JIMMY,7/3/2003,0.018366684
WB JIMMY,7/4/2003,0.017137037
WB JIMMY,7/5/2003,0.015880931
WB JIMMY,7/6/2003,0.014594959
WB JIMMY,7/7/2003,0.013718974
WB JIMMY,7/8/2003,0.01282626
WB JIMMY,7/9/2003,0.013718974
WB JIMMY,7/10/2003,0.015455784
WB JIMMY,7/11/2003,0.014594959
WB JIMMY,7/12/2003,0.015880931
WB JIMMY,7/13/2003,0.013274818
WB JIMMY,7/14/2003,0.011914928
WB JIMMY,7/15/2003,0.011451576
WB JIMMY,7/16/2003,0.01282626
WB JIMMY,7/17/2003,0.015455784
WB JIMMY,7/18/2003,0.01282626
WB JIMMY,7/19/2003,0.011914928
WB JIMMY,7/20/2003,0.010507797
WB JIMMY,7/21/2003,0.010507797
WB JIMMY,7/22/2003,0.015880931
WB JIMMY,7/23/2003,0.016302768
WB JIMMY,7/24/2003,0.015027179
WB JIMMY,7/25/2003,0.013718974
WB JIMMY,7/26/2003,0.011451576
WB JIMMY,7/27/2003,0.010507797
WB JIMMY,7/28/2003,0.010026554
WB JIMMY,7/29/2003,0.009042885
WB JIMMY,7/30/2003,0.008539233
WB JIMMY,7/31/2003,0.008026711
WB JIMMY,8/1/2003,0.01098266
WB JIMMY,8/2/2003,0.022688855
WB JIMMY,8/3/2003,0.016721428
WB JIMMY,8/4/2003,0.029995354
WB JIMMY,8/5/2003,0.027143134
WB JIMMY,8/6/2003,0.043268117
WB JIMMY,8/7/2003,0.026050963
WB JIMMY,8/8/2003,0.023069339
WB JIMMY,8/9/2003,0.019173135
WB JIMMY,8/10/2003,0.102904499
WB JIMMY,8/11/2003,0.05036366
WB JIMMY,8/12/2003,0.05571656
WB JIMMY,8/13/2003,0.047317198
WB JIMMY,8/14/2003,0.028935492
WB JIMMY,8/15/2003,0.022688855
WB JIMMY,8/16/2003,0.021535916
WB JIMMY,8/17/2003,0.022306491
WB JIMMY,8/18/2003,0.026416486
WB JIMMY,8/19/2003,0.02568393
WB JIMMY,8/20/2003,0.019572635
WB JIMMY,8/21/2003,0.016721428
WB JIMMY,8/22/2003,0.015455784
WB JIMMY,8/23/2003,0.015880931
WB JIMMY,8/24/2003,0.013274818
WB JIMMY,8/25/2003,0.011914928
WB JIMMY,8/26/2003,0.011451576
WB JIMMY,8/27/2003,0.01098266
WB JIMMY,8/28/2003,0.010026554
WB JIMMY,8/29/2003,0.009538439
WB JIMMY,8/30/2003,0.009538439
WB JIMMY,8/31/2003,0.009538439
WB JIMMY,9/1/2003,0.009042885
WB JIMMY,9/2/2003,0.018771179
WB JIMMY,9/3/2003,0.017549711
WB JIMMY,9/4/2003,0.019572635
WB JIMMY,9/5/2003,0.018366684
WB JIMMY,9/6/2003,0.014158953
WB JIMMY,9/7/2003,0.011914928
WB JIMMY,9/8/2003,0.01098266
WB JIMMY,9/9/2003,0.010026554
WB JIMMY,9/10/2003,0.009538439
WB JIMMY,9/11/2003,0.009042885
WB JIMMY,9/12/2003,0.009042885
WB JIMMY,9/13/2003,0.008539233
WB JIMMY,9/14/2003,0.015455784
WB JIMMY,9/15/2003,0.018771179
WB JIMMY,9/16/2003,0.031391695
WB JIMMY,9/17/2003,0.020757169
WB JIMMY,9/18/2003,0.015027179
WB JIMMY,9/19/2003,0.04039893
WB JIMMY,9/20/2003,0.036477025
WB JIMMY,9/21/2003,0.021922196
WB JIMMY,9/22/2003,0.017137037
WB JIMMY,9/23/2003,0.100447382
WB JIMMY,9/24/2003,0.07259997
WB JIMMY,9/25/2003,0.037138975
WB JIMMY,9/26/2003,0.043898076
WB JIMMY,9/27/2003,0.038452645
WB JIMMY,9/28/2003,0.258590861
WB JIMMY,9/29/2003,0.157600329
WB JIMMY,9/30/2003,0.080872903
WB JIMMY,10/1/2003,0.058914075
WB JIMMY,10/2/2003,0.05156709
WB JIMMY,10/3/2003,0.044838085
WB JIMMY,10/4/2003,0.040720619
WB JIMMY,10/5/2003,0.042318094
WB JIMMY,10/6/2003,0.037468653
WB JIMMY,10/7/2003,0.034806428
WB JIMMY,10/8/2003,0.032770053
WB JIMMY,10/9/2003,0.031391695
WB JIMMY,10/10/2003,0.029995354
WB JIMMY,10/11/2003,0.029290025
WB JIMMY,10/12/2003,0.027864122
WB JIMMY,10/13/2003,0.029643304
WB JIMMY,10/14/2003,0.027504321
WB JIMMY,10/15/2003,0.126396784
WB JIMMY,10/16/2003,0.063758559
WB JIMMY,10/17/2003,0.045150136
WB JIMMY,10/18/2003,0.039429309
WB JIMMY,10/19/2003,0.037797483
WB JIMMY,10/20/2003,0.036808436
WB JIMMY,10/21/2003,0.035811534
WB JIMMY,10/22/2003,0.034131613
WB JIMMY,10/23/2003,0.033452864
WB JIMMY,10/24/2003,0.031737921
WB JIMMY,10/25/2003,0.030346195
WB JIMMY,10/26/2003,0.029995354
WB JIMMY,10/27/2003,0.075297527
WB JIMMY,10/28/2003,0.126857583
WB JIMMY,10/29/2003,0.280744193
WB JIMMY,10/30/2003,0.142695221
WB JIMMY,10/31/2003,0.092208955
WB JIMMY,11/1/2003,0.076635691
WB JIMMY,11/2/2003,0.066836133
WB JIMMY,11/3/2003,0.062628664
WB JIMMY,11/4/2003,0.05600943
WB JIMMY,11/5/2003,0.070420612
WB JIMMY,11/6/2003,0.084268172
WB JIMMY,11/7/2003,0.063194352
WB JIMMY,11/8/2003,0.054835219
WB JIMMY,11/9/2003,0.049151739
WB JIMMY,11/10/2003,0.047317198
WB JIMMY,11/11/2003,0.04670106
WB JIMMY,11/12/2003,0.05156709
WB JIMMY,11/13/2003,0.056301853
WB JIMMY,11/14/2003,0.048237026
WB JIMMY,11/15/2003,0.043268117
WB JIMMY,11/16/2003,0.041681262
WB JIMMY,11/17/2003,0.041041564
WB JIMMY,11/18/2003,0.040076489
WB JIMMY,11/19/2003,0.048542491
WB JIMMY,11/20/2003,0.186254395
WB JIMMY,11/21/2003,0.089159828
WB JIMMY,11/22/2003,0.066558093
WB JIMMY,11/23/2003,0.058625527
WB JIMMY,11/24/2003,0.054245348
WB JIMMY,11/25/2003,0.057757369
WB JIMMY,11/26/2003,0.051866658
WB JIMMY,11/27/2003,0.048237026
WB JIMMY,11/28/2003,0.056301853
WB JIMMY,11/29/2003,0.140018188
WB JIMMY,11/30/2003,0.076101254
WB JIMMY,12/1/2003,0.063758559
WB JIMMY,12/2/2003,0.057176468
WB JIMMY,12/3/2003,0.049455533
WB JIMMY,12/4/2003,0.048847393
WB JIMMY,12/5/2003,0.047317198
WB JIMMY,12/6/2003,0.047009425
WB JIMMY,12/7/2003,0.049151739
WB JIMMY,12/8/2003,0.047317198
WB JIMMY,12/9/2003,0.046392097
WB JIMMY,12/10/2003,0.04358343
WB JIMMY,12/11/2003,0.136425255
WB JIMMY,12/12/2003,0.13934659
WB JIMMY,12/13/2003,0.077701305
WB JIMMY,12/14/2003,0.062628664
WB JIMMY,12/15/2003,0.065721919
WB JIMMY,12/16/2003,0.062345258
WB JIMMY,12/17/2003,0.130754864
WB JIMMY,12/18/2003,0.196461223
WB JIMMY,12/19/2003,0.103638273
WB JIMMY,12/20/2003,0.081397937
WB JIMMY,12/21/2003,0.069872693
WB JIMMY,12/22/2003,0.064602139
WB JIMMY,12/23/2003,0.06149276
WB JIMMY,12/24/2003,0.135070759
WB JIMMY,12/25/2003,0.200298971
WB JIMMY,12/26/2003,0.117544498
WB JIMMY,12/27/2003,0.090433956
WB JIMMY,12/28/2003,0.078232506
WB JIMMY,12/29/2003,0.071784988
WB JIMMY,12/30/2003,0.069598261
WB JIMMY,12/31/2003,0.068497336
WB JIMMY,1/1/2004,0.062628664
WB JIMMY,1/2/2004,0.058336563
WB JIMMY,1/3/2004,0.06149276
WB JIMMY,1/4/2004,0.071512725
WB JIMMY,1/5/2004,0.07259997
WB JIMMY,1/6/2004,0.061207825
WB JIMMY,1/7/2004,0.05156709
WB JIMMY,1/8/2004,0.049151739
WB JIMMY,1/9/2004,0.05216572
WB JIMMY,1/10/2004,0.053653589
WB JIMMY,1/11/2004,0.053653589
WB JIMMY,1/12/2004,0.053653589
WB JIMMY,1/13/2004,0.05216572
WB JIMMY,1/14/2004,0.049151739
WB JIMMY,1/15/2004,0.04608253
WB JIMMY,1/16/2004,0.044525397
WB JIMMY,1/17/2004,0.042952128
WB JIMMY,1/18/2004,0.041361776
WB JIMMY,1/19/2004,0.039753285
WB JIMMY,1/20/2004,0.038125477
WB JIMMY,1/21/2004,0.036477025
WB JIMMY,1/22/2004,0.034806428
WB JIMMY,1/23/2004,0.034806428
WB JIMMY,1/24/2004,0.033111974
WB JIMMY,1/25/2004,0.031391695
WB JIMMY,1/26/2004,0.033111974
WB JIMMY,1/27/2004,0.034806428
WB JIMMY,1/28/2004,0.038125477
WB JIMMY,1/29/2004,0.039753285
WB JIMMY,1/30/2004,0.038125477
WB JIMMY,1/31/2004,0.034806428
WB JIMMY,2/1/2004,0.034806428
WB JIMMY,2/2/2004,0.033111974
WB JIMMY,2/3/2004,0.033111974
WB JIMMY,2/4/2004,0.031391695
WB JIMMY,2/5/2004,0.031391695
WB JIMMY,2/6/2004,0.029643304
WB JIMMY,2/7/2004,0.031391695
WB JIMMY,2/8/2004,0.028935492
WB JIMMY,2/9/2004,0.02568393
WB JIMMY,2/10/2004,0.025315352
WB JIMMY,2/11/2004,0.024945195
WB JIMMY,2/12/2004,0.024199988
WB JIMMY,2/13/2004,0.02382486
WB JIMMY,2/14/2004,0.02382486
WB JIMMY,2/15/2004,0.023069339
WB JIMMY,2/16/2004,0.022688855
WB JIMMY,2/17/2004,0.022306491
WB JIMMY,2/18/2004,0.021922196
WB JIMMY,2/19/2004,0.021535916
WB JIMMY,2/20/2004,0.021147593
WB JIMMY,2/21/2004,0.021147593
WB JIMMY,2/22/2004,0.021535916
WB JIMMY,2/23/2004,0.021147593
WB JIMMY,2/24/2004,0.021147593
WB JIMMY,2/25/2004,0.021922196
WB JIMMY,2/26/2004,0.021147593
WB JIMMY,2/27/2004,0.021147593
WB JIMMY,2/28/2004,0.021535916
WB JIMMY,2/29/2004,0.023447991
WB JIMMY,3/1/2004,0.027864122
WB JIMMY,3/2/2004,0.038452645
WB JIMMY,3/3/2004,0.061777309
WB JIMMY,3/4/2004,0.051267011
WB JIMMY,3/5/2004,0.04358343
WB JIMMY,3/6/2004,0.06149276
WB JIMMY,3/7/2004,0.058914075
WB JIMMY,3/8/2004,0.047009425
WB JIMMY,3/9/2004,0.039753285
WB JIMMY,3/10/2004,0.036808436
WB JIMMY,3/11/2004,0.038452645
WB JIMMY,3/12/2004,0.04039893
WB JIMMY,3/13/2004,0.035811534
WB JIMMY,3/14/2004,0.033452864
WB JIMMY,3/15/2004,0.034806428
WB JIMMY,3/16/2004,0.035477429
WB JIMMY,3/17/2004,0.034469505
WB JIMMY,3/18/2004,0.033111974
WB JIMMY,3/19/2004,0.031737921
WB JIMMY,3/20/2004,0.031391695
WB JIMMY,3/21/2004,0.042635456
WB JIMMY,3/22/2004,0.041681262
WB JIMMY,3/23/2004,0.034469505
WB JIMMY,3/24/2004,0.035477429
WB JIMMY,3/25/2004,0.041681262
WB JIMMY,3/26/2004,0.056301853
WB JIMMY,3/27/2004,0.089670115
WB JIMMY,3/28/2004,0.078762652
WB JIMMY,3/29/2004,0.061777309
WB JIMMY,3/30/2004,0.052762342
WB JIMMY,3/31/2004,0.119189511
WB JIMMY,4/1/2004,0.300609288
WB JIMMY,4/2/2004,0.330579605
WB JIMMY,4/3/2004,0.134165547
WB JIMMY,4/4/2004,0.106800614
WB JIMMY,4/5/2004,0.089670115
WB JIMMY,4/6/2004,0.073141803
WB JIMMY,4/7/2004,0.065442502
WB JIMMY,4/8/2004,0.06006416
WB JIMMY,4/9/2004,0.055129458
WB JIMMY,4/10/2004,0.050966417
WB JIMMY,4/11/2004,0.047317198
WB JIMMY,4/12/2004,0.045461556
WB JIMMY,4/13/2004,0.115182685
WB JIMMY,4/14/2004,0.195447643
WB JIMMY,4/15/2004,0.099706817
WB JIMMY,4/16/2004,0.073682462
WB JIMMY,4/17/2004,0.064321307
WB JIMMY,4/18/2004,0.058625527
WB JIMMY,4/19/2004,0.054540517
WB JIMMY,4/20/2004,0.050061489
WB JIMMY,4/21/2004,0.046392097
WB JIMMY,4/22/2004,0.044212063
WB JIMMY,4/23/2004,0.068221296
WB JIMMY,4/24/2004,0.063194352
WB JIMMY,4/25/2004,0.051267011
WB JIMMY,4/26/2004,0.102659567
WB JIMMY,4/27/2004,0.10143232
WB JIMMY,4/28/2004,0.065442502
WB JIMMY,4/29/2004,0.055129458
WB JIMMY,4/30/2004,0.050665301
WB JIMMY,5/1/2004,0.047317198
WB JIMMY,5/2/2004,0.045150136
WB JIMMY,5/3/2004,0.049455533
WB JIMMY,5/4/2004,0.08556335
WB JIMMY,5/5/2004,0.057176468
WB JIMMY,5/6/2004,0.05036366
WB JIMMY,5/7/2004,0.044838085
WB JIMMY,5/8/2004,0.040076489
WB JIMMY,5/9/2004,0.042635456
